Id,PostId,Score,CreationDate,UserId
5936,4039,0,2010-10-30 02:48:40,251.0
5936,4039,0,2010-10-30 02:48:40,251.0
5936,4039,0,2010-10-30 02:48:40,251.0
5936,4039,0,2010-10-30 02:48:40,251.0
5936,4039,0,2010-10-30 02:48:40,251.0
5936,4039,0,2010-10-30 02:48:40,251.0
5939,3912,0,2010-10-30 03:07:47,251.0
5939,3912,0,2010-10-30 03:07:47,251.0
5939,3912,0,2010-10-30 03:07:47,251.0
5939,3912,0,2010-10-30 03:07:47,251.0
6173,4138,0,2010-11-03 19:17:28,1108.0
6173,4138,0,2010-11-03 19:17:28,1108.0
6173,4138,0,2010-11-03 19:17:28,1108.0
6227,4213,1,2010-11-04 20:01:12,251.0
6227,4213,1,2010-11-04 20:01:12,251.0
6227,4213,1,2010-11-04 20:01:12,251.0
6227,4213,1,2010-11-04 20:01:12,251.0
6227,4213,1,2010-11-04 20:01:12,251.0
6227,4213,1,2010-11-04 20:01:12,251.0
6227,4213,1,2010-11-04 20:01:12,251.0
6298,4249,0,2010-11-05 20:09:18,1307.0
6298,4249,0,2010-11-05 20:09:18,1307.0
6298,4249,0,2010-11-05 20:09:18,1307.0
6298,4249,0,2010-11-05 20:09:18,1307.0
6298,4249,0,2010-11-05 20:09:18,1307.0
6417,4319,0,2010-11-08 17:34:30,1614.0
6417,4319,0,2010-11-08 17:34:30,1614.0
6417,4319,0,2010-11-08 17:34:30,1614.0
6563,4404,0,2010-11-10 22:14:51,1330.0
6563,4404,0,2010-11-10 22:14:51,1330.0
6603,4441,0,2010-11-11 10:49:35,1871.0
6603,4441,0,2010-11-11 10:49:35,1871.0
6603,4441,0,2010-11-11 10:49:35,1871.0
6603,4441,0,2010-11-11 10:49:35,1871.0
6603,4441,0,2010-11-11 10:49:35,1871.0
6603,4441,0,2010-11-11 10:49:35,1871.0
6603,4441,0,2010-11-11 10:49:35,1871.0
6603,4441,0,2010-11-11 10:49:35,1871.0
6713,4527,0,2010-11-14 20:21:24,930.0
6713,4527,0,2010-11-14 20:21:24,930.0
6713,4527,0,2010-11-14 20:21:24,930.0
6713,4527,0,2010-11-14 20:21:24,930.0
7059,4684,0,2010-11-20 17:48:36,1270.0
7059,4684,0,2010-11-20 17:48:36,1270.0
7059,4684,0,2010-11-20 17:48:36,1270.0
7059,4684,0,2010-11-20 17:48:36,1270.0
7059,4684,0,2010-11-20 17:48:36,1270.0
7059,4684,0,2010-11-20 17:48:36,1270.0
7195,4835,0,2010-11-23 22:32:03,776.0
7195,4835,0,2010-11-23 22:32:03,776.0
7236,4871,0,2010-11-24 13:01:18,264.0
7236,4871,0,2010-11-24 13:01:18,264.0
7236,4871,0,2010-11-24 13:01:18,264.0
7236,4871,0,2010-11-24 13:01:18,264.0
7236,4871,0,2010-11-24 13:01:18,264.0
7243,4879,3,2010-11-24 15:14:27,696.0
7243,4879,3,2010-11-24 15:14:27,696.0
7243,4879,3,2010-11-24 15:14:27,696.0
7243,4879,3,2010-11-24 15:14:27,696.0
7316,4913,1,2010-11-25 19:53:49,449.0
7316,4913,1,2010-11-25 19:53:49,449.0
7316,4913,1,2010-11-25 19:53:49,449.0
7316,4913,1,2010-11-25 19:53:49,449.0
7336,4918,0,2010-11-26 01:28:36,2141.0
7336,4918,0,2010-11-26 01:28:36,2141.0
7336,4918,0,2010-11-26 01:28:36,2141.0
7687,5115,0,2010-12-04 04:32:47,1118.0
7687,5115,0,2010-12-04 04:32:47,1118.0
7687,5115,0,2010-12-04 04:32:47,1118.0
7687,5115,0,2010-12-04 04:32:47,1118.0
7687,5115,0,2010-12-04 04:32:47,1118.0
7773,5186,1,2010-12-06 15:03:05,8.0
7773,5186,1,2010-12-06 15:03:05,8.0
7773,5186,1,2010-12-06 15:03:05,8.0
7773,5186,1,2010-12-06 15:03:05,8.0
7773,5186,1,2010-12-06 15:03:05,8.0
8000,5355,0,2010-12-10 17:07:30,1973.0
8000,5355,0,2010-12-10 17:07:30,1973.0
8264,5493,2,2010-12-14 20:50:07,1909.0
8264,5493,2,2010-12-14 20:50:07,1909.0
8336,5114,1,2010-12-15 20:38:41,919.0
8336,5114,1,2010-12-15 20:38:41,919.0
8336,5114,1,2010-12-15 20:38:41,919.0
8336,5114,1,2010-12-15 20:38:41,919.0
8336,5114,1,2010-12-15 20:38:41,919.0
8349,5498,0,2010-12-15 22:55:31,1764.0
8349,5498,0,2010-12-15 22:55:31,1764.0
8349,5498,0,2010-12-15 22:55:31,1764.0
8349,5498,0,2010-12-15 22:55:31,1764.0
8575,5659,0,2010-12-21 15:15:03,919.0
8575,5659,0,2010-12-21 15:15:03,919.0
8575,5659,0,2010-12-21 15:15:03,919.0
8575,5659,0,2010-12-21 15:15:03,919.0
8575,5659,0,2010-12-21 15:15:03,919.0
8575,5659,0,2010-12-21 15:15:03,919.0
8575,5659,0,2010-12-21 15:15:03,919.0
8575,5659,0,2010-12-21 15:15:03,919.0
8583,4172,0,2010-12-21 17:46:43,1764.0
8583,4172,0,2010-12-21 17:46:43,1764.0
8583,4172,0,2010-12-21 17:46:43,1764.0
8615,5677,0,2010-12-21 21:27:14,1583.0
8615,5677,0,2010-12-21 21:27:14,1583.0
8615,5677,0,2010-12-21 21:27:14,1583.0
8615,5677,0,2010-12-21 21:27:14,1583.0
8615,5677,0,2010-12-21 21:27:14,1583.0
8715,5731,0,2010-12-24 13:05:33,2510.0
8715,5731,0,2010-12-24 13:05:33,2510.0
8715,5731,0,2010-12-24 13:05:33,2510.0
8715,5731,0,2010-12-24 13:05:33,2510.0
8715,5731,0,2010-12-24 13:05:33,2510.0
8715,5731,0,2010-12-24 13:05:33,2510.0
8715,5731,0,2010-12-24 13:05:33,2510.0
8752,5746,0,2010-12-26 00:24:08,919.0
8752,5746,0,2010-12-26 00:24:08,919.0
8752,5746,0,2010-12-26 00:24:08,919.0
8755,5748,0,2010-12-26 08:17:19,582.0
8755,5748,0,2010-12-26 08:17:19,582.0
8755,5748,0,2010-12-26 08:17:19,582.0
8755,5748,0,2010-12-26 08:17:19,582.0
8755,5748,0,2010-12-26 08:17:19,582.0
8939,5864,0,2010-12-31 12:52:11,1909.0
8939,5864,0,2010-12-31 12:52:11,1909.0
8939,5864,0,2010-12-31 12:52:11,1909.0
8939,5864,0,2010-12-31 12:52:11,1909.0
8939,5864,0,2010-12-31 12:52:11,1909.0
8939,5864,0,2010-12-31 12:52:11,1909.0
8957,5875,0,2010-12-31 17:52:03,919.0
8957,5875,0,2010-12-31 17:52:03,919.0
9001,5874,0,2011-01-02 15:56:05,1764.0
9001,5874,0,2011-01-02 15:56:05,1764.0
9001,5874,0,2011-01-02 15:56:05,1764.0
9128,5873,0,2011-01-04 19:34:23,2591.0
9128,5873,0,2011-01-04 19:34:23,2591.0
9128,5873,0,2011-01-04 19:34:23,2591.0
9156,5942,0,2011-01-04 22:04:56,919.0
9156,5942,0,2011-01-04 22:04:56,919.0
9156,5942,0,2011-01-04 22:04:56,919.0
9156,5942,0,2011-01-04 22:04:56,919.0
9314,564,0,2011-01-07 23:54:44,
9314,564,0,2011-01-07 23:54:44,
9406,6128,0,2011-01-10 14:34:16,442.0
9406,6128,0,2011-01-10 14:34:16,442.0
9406,6128,0,2011-01-10 14:34:16,442.0
9406,6128,0,2011-01-10 14:34:16,442.0
9406,6128,0,2011-01-10 14:34:16,442.0
9607,6212,0,2011-01-13 13:49:57,442.0
9607,6212,0,2011-01-13 13:49:57,442.0
9607,6212,0,2011-01-13 13:49:57,442.0
9607,6212,0,2011-01-13 13:49:57,442.0
9607,6212,0,2011-01-13 13:49:57,442.0
9607,6212,0,2011-01-13 13:49:57,442.0
9607,6212,0,2011-01-13 13:49:57,442.0
9607,6212,0,2011-01-13 13:49:57,442.0
9678,6234,1,2011-01-14 12:51:06,88.0
9678,6234,1,2011-01-14 12:51:06,88.0
9678,6234,1,2011-01-14 12:51:06,88.0
9726,6276,0,2011-01-15 16:16:00,656.0
9726,6276,0,2011-01-15 16:16:00,656.0
9726,6276,0,2011-01-15 16:16:00,656.0
9726,6276,0,2011-01-15 16:16:00,656.0
9726,6276,0,2011-01-15 16:16:00,656.0
10067,6402,0,2011-01-22 11:32:55,930.0
10067,6402,0,2011-01-22 11:32:55,930.0
10067,6402,0,2011-01-22 11:32:55,930.0
10067,6402,0,2011-01-22 11:32:55,930.0
10067,6402,0,2011-01-22 11:32:55,930.0
10102,6462,0,2011-01-23 14:57:50,449.0
10102,6462,0,2011-01-23 14:57:50,449.0
10102,6462,0,2011-01-23 14:57:50,449.0
10113,6475,1,2011-01-23 21:02:17,930.0
10113,6475,1,2011-01-23 21:02:17,930.0
10113,6475,1,2011-01-23 21:02:17,930.0
10121,6476,0,2011-01-24 00:30:10,2817.0
10121,6476,0,2011-01-24 00:30:10,2817.0
10121,6476,0,2011-01-24 00:30:10,2817.0
10121,6476,0,2011-01-24 00:30:10,2817.0
10121,6476,0,2011-01-24 00:30:10,2817.0
10121,6476,0,2011-01-24 00:30:10,2817.0
10213,6527,0,2011-01-25 15:01:22,2116.0
10213,6527,0,2011-01-25 15:01:22,2116.0
10213,6527,0,2011-01-25 15:01:22,2116.0
10304,6570,2,2011-01-26 16:19:01,582.0
10304,6570,2,2011-01-26 16:19:01,582.0
10304,6570,2,2011-01-26 16:19:01,582.0
10304,6570,2,2011-01-26 16:19:01,582.0
10304,6570,2,2011-01-26 16:19:01,582.0
10335,6564,0,2011-01-27 05:46:37,2921.0
10335,6564,0,2011-01-27 05:46:37,2921.0
10335,6564,0,2011-01-27 05:46:37,2921.0
10431,6666,2,2011-01-28 14:00:56,2116.0
10431,6666,2,2011-01-28 14:00:56,2116.0
10431,6666,2,2011-01-28 14:00:56,2116.0
10431,6666,2,2011-01-28 14:00:56,2116.0
10431,6666,2,2011-01-28 14:00:56,2116.0
10431,6666,2,2011-01-28 14:00:56,2116.0
10431,6666,2,2011-01-28 14:00:56,2116.0
10440,6654,0,2011-01-28 15:13:43,1909.0
10440,6654,0,2011-01-28 15:13:43,1909.0
10440,6654,0,2011-01-28 15:13:43,1909.0
10440,6654,0,2011-01-28 15:13:43,1909.0
10440,6654,0,2011-01-28 15:13:43,1909.0
10440,6654,0,2011-01-28 15:13:43,1909.0
10440,6654,0,2011-01-28 15:13:43,1909.0
10440,6654,0,2011-01-28 15:13:43,1909.0
10440,6654,0,2011-01-28 15:13:43,1909.0
10440,6654,0,2011-01-28 15:13:43,1909.0
10440,6654,0,2011-01-28 15:13:43,1909.0
10440,6654,0,2011-01-28 15:13:43,1909.0
10518,6668,0,2011-01-29 16:41:52,2392.0
10518,6668,0,2011-01-29 16:41:52,2392.0
10518,6668,0,2011-01-29 16:41:52,2392.0
10518,6668,0,2011-01-29 16:41:52,2392.0
10630,6735,1,2011-01-31 03:57:05,2970.0
10630,6735,1,2011-01-31 03:57:05,2970.0
10630,6735,1,2011-01-31 03:57:05,2970.0
10630,6735,1,2011-01-31 03:57:05,2970.0
10630,6735,1,2011-01-31 03:57:05,2970.0
10630,6735,1,2011-01-31 03:57:05,2970.0
10630,6735,1,2011-01-31 03:57:05,2970.0
10649,6736,0,2011-01-31 10:40:43,88.0
10649,6736,0,2011-01-31 10:40:43,88.0
10649,6736,0,2011-01-31 10:40:43,88.0
10649,6736,0,2011-01-31 10:40:43,88.0
10649,6736,0,2011-01-31 10:40:43,88.0
10649,6736,0,2011-01-31 10:40:43,88.0
10688,6630,0,2011-01-31 19:27:54,2902.0
10688,6630,0,2011-01-31 19:27:54,2902.0
10688,6630,0,2011-01-31 19:27:54,2902.0
10688,6630,0,2011-01-31 19:27:54,2902.0
10688,6630,0,2011-01-31 19:27:54,2902.0
10688,6630,0,2011-01-31 19:27:54,2902.0
10874,6856,3,2011-02-03 19:32:15,696.0
10874,6856,3,2011-02-03 19:32:15,696.0
10874,6856,3,2011-02-03 19:32:15,696.0
10949,6714,0,2011-02-05 10:46:27,2392.0
10949,6714,0,2011-02-05 10:46:27,2392.0
10949,6714,0,2011-02-05 10:46:27,2392.0
11007,6927,0,2011-02-05 23:29:22,1307.0
11007,6927,0,2011-02-05 23:29:22,1307.0
11007,6927,0,2011-02-05 23:29:22,1307.0
11007,6927,0,2011-02-05 23:29:22,1307.0
11021,3917,0,2011-02-06 11:14:15,930.0
11040,6923,1,2011-02-06 19:16:27,919.0
11040,6923,1,2011-02-06 19:16:27,919.0
11103,6939,0,2011-02-07 21:08:41,3040.0
11103,6939,0,2011-02-07 21:08:41,3040.0
11103,6939,0,2011-02-07 21:08:41,3040.0
11103,6939,0,2011-02-07 21:08:41,3040.0
11103,6939,0,2011-02-07 21:08:41,3040.0
11314,7059,0,2011-02-10 20:38:25,1443.0
11314,7059,0,2011-02-10 20:38:25,1443.0
11314,7059,0,2011-02-10 20:38:25,1443.0
11314,7059,0,2011-02-10 20:38:25,1443.0
11314,7059,0,2011-02-10 20:38:25,1443.0
11314,7059,0,2011-02-10 20:38:25,1443.0
11449,7146,0,2011-02-13 08:49:57,3178.0
11449,7146,0,2011-02-13 08:49:57,3178.0
11449,7146,0,2011-02-13 08:49:57,3178.0
11449,7146,0,2011-02-13 08:49:57,3178.0
11449,7146,0,2011-02-13 08:49:57,3178.0
11473,7128,0,2011-02-13 16:15:03,4701.0
11473,7128,0,2011-02-13 16:15:03,4701.0
11473,7128,0,2011-02-13 16:15:03,4701.0
11542,7169,0,2011-02-14 10:54:12,977.0
11542,7169,0,2011-02-14 10:54:12,977.0
11542,7169,0,2011-02-14 10:54:12,977.0
11555,6746,0,2011-02-14 16:16:27,2970.0
11555,6746,0,2011-02-14 16:16:27,2970.0
11555,6746,0,2011-02-14 16:16:27,2970.0
11555,6746,0,2011-02-14 16:16:27,2970.0
11608,7195,0,2011-02-15 09:11:19,2645.0
11608,7195,0,2011-02-15 09:11:19,2645.0
11608,7195,0,2011-02-15 09:11:19,2645.0
11608,7195,0,2011-02-15 09:11:19,2645.0
11608,7195,0,2011-02-15 09:11:19,2645.0
11723,7235,0,2011-02-16 18:01:33,2040.0
11830,7359,0,2011-02-18 09:14:04,930.0
11830,7359,0,2011-02-18 09:14:04,930.0
11830,7359,0,2011-02-18 09:14:04,930.0
11830,7359,0,2011-02-18 09:14:04,930.0
11835,7372,0,2011-02-18 11:08:11,2116.0
11835,7372,0,2011-02-18 11:08:11,2116.0
11835,7372,0,2011-02-18 11:08:11,2116.0
11935,7418,0,2011-02-20 17:46:52,3309.0
11935,7418,0,2011-02-20 17:46:52,3309.0
11935,7418,0,2011-02-20 17:46:52,3309.0
11935,7418,0,2011-02-20 17:46:52,3309.0
11935,7418,0,2011-02-20 17:46:52,3309.0
11935,7418,0,2011-02-20 17:46:52,3309.0
12314,7626,0,2011-02-25 19:56:12,1381.0
12314,7626,0,2011-02-25 19:56:12,1381.0
12314,7626,0,2011-02-25 19:56:12,1381.0
12428,7633,0,2011-02-28 01:19:22,1102.0
12428,7633,0,2011-02-28 01:19:22,1102.0
12428,7633,0,2011-02-28 01:19:22,1102.0
12517,7556,0,2011-02-28 23:13:16,2965.0
12517,7556,0,2011-02-28 23:13:16,2965.0
12517,7556,0,2011-02-28 23:13:16,2965.0
12517,7556,0,2011-02-28 23:13:16,2965.0
12517,7556,0,2011-02-28 23:13:16,2965.0
12517,7556,0,2011-02-28 23:13:16,2965.0
12572,7731,0,2011-03-01 12:38:38,2970.0
12635,7720,0,2011-03-01 19:56:48,2849.0
12635,7720,0,2011-03-01 19:56:48,2849.0
12779,7844,0,2011-03-03 17:01:31,2669.0
12779,7844,0,2011-03-03 17:01:31,2669.0
12779,7844,0,2011-03-03 17:01:31,2669.0
12779,7844,0,2011-03-03 17:01:31,2669.0
12779,7844,0,2011-03-03 17:01:31,2669.0
12779,7844,0,2011-03-03 17:01:31,2669.0
13333,8108,1,2011-03-10 04:57:22,919.0
13333,8108,1,2011-03-10 04:57:22,919.0
13333,8108,1,2011-03-10 04:57:22,919.0
13333,8108,1,2011-03-10 04:57:22,919.0
13416,8090,0,2011-03-10 23:21:34,2392.0
13416,8090,0,2011-03-10 23:21:34,2392.0
13416,8090,0,2011-03-10 23:21:34,2392.0
13468,8156,1,2011-03-11 20:31:24,3369.0
13468,8156,1,2011-03-11 20:31:24,3369.0
13475,8169,1,2011-03-11 21:23:42,3369.0
13475,8169,1,2011-03-11 21:23:42,3369.0
13475,8169,1,2011-03-11 21:23:42,3369.0
13475,8169,1,2011-03-11 21:23:42,3369.0
13475,8169,1,2011-03-11 21:23:42,3369.0
13475,8169,1,2011-03-11 21:23:42,3369.0
13475,8169,1,2011-03-11 21:23:42,3369.0
13535,8185,1,2011-03-12 16:17:08,2645.0
13535,8185,1,2011-03-12 16:17:08,2645.0
13535,8185,1,2011-03-12 16:17:08,2645.0
13535,8185,1,2011-03-12 16:17:08,2645.0
13645,8246,0,2011-03-13 22:53:08,1351.0
13645,8246,0,2011-03-13 22:53:08,1351.0
13645,8246,0,2011-03-13 22:53:08,1351.0
13892,8286,0,2011-03-16 09:39:13,930.0
13892,8286,0,2011-03-16 09:39:13,930.0
13892,8286,0,2011-03-16 09:39:13,930.0
13892,8286,0,2011-03-16 09:39:13,930.0
13892,8286,0,2011-03-16 09:39:13,930.0
14007,8367,2,2011-03-17 07:56:45,930.0
14007,8367,2,2011-03-17 07:56:45,930.0
14007,8367,2,2011-03-17 07:56:45,930.0
14007,8367,2,2011-03-17 07:56:45,930.0
14021,8398,2,2011-03-17 09:34:01,159.0
14021,8398,2,2011-03-17 09:34:01,159.0
14021,8398,2,2011-03-17 09:34:01,159.0
14098,8356,0,2011-03-17 21:39:46,2958.0
14098,8356,0,2011-03-17 21:39:46,2958.0
14109,8438,0,2011-03-18 03:52:50,2970.0
14109,8438,0,2011-03-18 03:52:50,2970.0
14109,8438,0,2011-03-18 03:52:50,2970.0
14109,8438,0,2011-03-18 03:52:50,2970.0
14109,8438,0,2011-03-18 03:52:50,2970.0
14109,8438,0,2011-03-18 03:52:50,2970.0
14109,8438,0,2011-03-18 03:52:50,2970.0
14222,8485,2,2011-03-19 14:05:36,919.0
14222,8485,2,2011-03-19 14:05:36,919.0
14222,8485,2,2011-03-19 14:05:36,919.0
14222,8485,2,2011-03-19 14:05:36,919.0
14222,8485,2,2011-03-19 14:05:36,919.0
14548,8671,0,2011-03-23 17:16:21,2116.0
14548,8671,0,2011-03-23 17:16:21,2116.0
14548,8671,0,2011-03-23 17:16:21,2116.0
14548,8671,0,2011-03-23 17:16:21,2116.0
14640,8739,0,2011-03-24 20:39:57,3886.0
14640,8739,0,2011-03-24 20:39:57,3886.0
14640,8739,0,2011-03-24 20:39:57,3886.0
14640,8739,0,2011-03-24 20:39:57,3886.0
14717,8766,0,2011-03-25 16:48:57,887.0
14717,8766,0,2011-03-25 16:48:57,887.0
15155,8887,0,2011-03-30 21:24:38,2116.0
15155,8887,0,2011-03-30 21:24:38,2116.0
