Id,PostHistoryTypeId,PostId,CreationDate,UserId
3785,5,1646,2010-08-13 12:50:59,183.0
3785,5,1646,2010-08-13 12:50:59,183.0
3797,2,1649,2010-08-13 13:58:38,364.0
3797,2,1649,2010-08-13 13:58:38,364.0
3876,2,1679,2010-08-14 03:56:28,
3876,2,1679,2010-08-14 03:56:28,
3876,2,1679,2010-08-14 03:56:28,
3876,2,1679,2010-08-14 03:56:28,
3959,3,1719,2010-08-15 22:51:09,59.0
3959,3,1719,2010-08-15 22:51:09,59.0
3959,3,1719,2010-08-15 22:51:09,59.0
3959,3,1719,2010-08-15 22:51:09,59.0
3959,3,1719,2010-08-15 22:51:09,59.0
4105,1,1773,2010-08-17 09:11:30,977.0
4105,1,1773,2010-08-17 09:11:30,977.0
4105,1,1773,2010-08-17 09:11:30,977.0
4370,16,1890,2010-08-19 10:45:32,-1.0
4370,16,1890,2010-08-19 10:45:32,-1.0
4370,16,1890,2010-08-19 10:45:32,-1.0
4370,16,1890,2010-08-19 10:45:32,-1.0
4370,16,1890,2010-08-19 10:45:32,-1.0
4370,16,1890,2010-08-19 10:45:32,-1.0
4370,16,1890,2010-08-19 10:45:32,-1.0
4425,10,1883,2010-08-19 15:10:48,-1.0
4425,10,1883,2010-08-19 15:10:48,-1.0
4425,10,1883,2010-08-19 15:10:48,-1.0
4425,10,1883,2010-08-19 15:10:48,-1.0
4615,2,2001,2010-08-22 02:10:22,601.0
4615,2,2001,2010-08-22 02:10:22,601.0
4615,2,2001,2010-08-22 02:10:22,601.0
4615,2,2001,2010-08-22 02:10:22,601.0
4841,5,2057,2010-08-25 13:52:20,919.0
4841,5,2057,2010-08-25 13:52:20,919.0
4841,5,2057,2010-08-25 13:52:20,919.0
4841,5,2057,2010-08-25 13:52:20,919.0
4894,4,2111,2010-08-25 22:57:35,88.0
4894,4,2111,2010-08-25 22:57:35,88.0
4894,4,2111,2010-08-25 22:57:35,88.0
4894,4,2111,2010-08-25 22:57:35,88.0
4894,4,2111,2010-08-25 22:57:35,88.0
4894,4,2111,2010-08-25 22:57:35,88.0
4906,5,2128,2010-08-26 03:42:07,183.0
4906,5,2128,2010-08-26 03:42:07,183.0
4906,5,2128,2010-08-26 03:42:07,183.0
4906,5,2128,2010-08-26 03:42:07,183.0
4906,5,2128,2010-08-26 03:42:07,183.0
4906,5,2128,2010-08-26 03:42:07,183.0
4911,1,2131,2010-08-26 04:45:31,861.0
5042,2,2180,2010-08-28 14:36:05,881.0
5042,2,2180,2010-08-28 14:36:05,881.0
5129,3,2213,2010-08-30 15:33:28,5.0
5129,3,2213,2010-08-30 15:33:28,5.0
5129,3,2213,2010-08-30 15:33:28,5.0
5129,3,2213,2010-08-30 15:33:28,5.0
5350,5,2306,2010-09-02 10:35:19,1150.0
5350,5,2306,2010-09-02 10:35:19,1150.0
5446,2,2347,2010-09-03 14:42:15,930.0
5446,2,2347,2010-09-03 14:42:15,930.0
5446,2,2347,2010-09-03 14:42:15,930.0
5446,2,2347,2010-09-03 14:42:15,930.0
5446,2,2347,2010-09-03 14:42:15,930.0
5592,5,2411,2010-09-06 15:40:55,603.0
5592,5,2411,2010-09-06 15:40:55,603.0
5592,5,2411,2010-09-06 15:40:55,603.0
5592,5,2411,2010-09-06 15:40:55,603.0
5592,5,2411,2010-09-06 15:40:55,603.0
5592,5,2411,2010-09-06 15:40:55,603.0
5592,5,2411,2010-09-06 15:40:55,603.0
5592,5,2411,2010-09-06 15:40:55,603.0
5595,2,2415,2010-09-06 17:27:01,919.0
5595,2,2415,2010-09-06 17:27:01,919.0
5595,2,2415,2010-09-06 17:27:01,919.0
5595,2,2415,2010-09-06 17:27:01,919.0
5595,2,2415,2010-09-06 17:27:01,919.0
5595,2,2415,2010-09-06 17:27:01,919.0
5595,2,2415,2010-09-06 17:27:01,919.0
5959,2,2553,2010-09-11 00:30:30,601.0
5959,2,2553,2010-09-11 00:30:30,601.0
5959,2,2553,2010-09-11 00:30:30,601.0
5959,2,2553,2010-09-11 00:30:30,601.0
6192,4,2650,2010-09-14 10:08:47,88.0
6192,4,2650,2010-09-14 10:08:47,88.0
6192,4,2650,2010-09-14 10:08:47,88.0
6192,4,2650,2010-09-14 10:08:47,88.0
6276,3,2679,2010-09-15 14:18:53,1287.0
6276,3,2679,2010-09-15 14:18:53,1287.0
6292,3,2686,2010-09-15 18:42:29,104.0
6292,3,2686,2010-09-15 18:42:29,104.0
6292,3,2686,2010-09-15 18:42:29,104.0
6292,3,2686,2010-09-15 18:42:29,104.0
6292,3,2686,2010-09-15 18:42:29,104.0
6292,3,2686,2010-09-15 18:42:29,104.0
6307,2,2694,2010-09-15 20:54:17,88.0
6307,2,2694,2010-09-15 20:54:17,88.0
6307,2,2694,2010-09-15 20:54:17,88.0
6307,2,2694,2010-09-15 20:54:17,88.0
6307,2,2694,2010-09-15 20:54:17,88.0
6307,2,2694,2010-09-15 20:54:17,88.0
6362,6,645,2010-09-16 06:50:58,88.0
6362,6,645,2010-09-16 06:50:58,88.0
6362,6,645,2010-09-16 06:50:58,88.0
6405,5,2711,2010-09-16 09:25:39,88.0
6405,5,2711,2010-09-16 09:25:39,88.0
6405,5,2711,2010-09-16 09:25:39,88.0
6518,6,2748,2010-09-16 21:14:24,449.0
6518,6,2748,2010-09-16 21:14:24,449.0
6518,6,2748,2010-09-16 21:14:24,449.0
6518,6,2748,2010-09-16 21:14:24,449.0
6518,6,2748,2010-09-16 21:14:24,449.0
6518,6,2748,2010-09-16 21:14:24,449.0
6518,6,2748,2010-09-16 21:14:24,449.0
6518,6,2748,2010-09-16 21:14:24,449.0
6518,6,2748,2010-09-16 21:14:24,449.0
6591,2,2783,2010-09-17 11:10:21,495.0
6591,2,2783,2010-09-17 11:10:21,495.0
6591,2,2783,2010-09-17 11:10:21,495.0
6591,2,2783,2010-09-17 11:10:21,495.0
6591,2,2783,2010-09-17 11:10:21,495.0
6591,2,2783,2010-09-17 11:10:21,495.0
6591,2,2783,2010-09-17 11:10:21,495.0
6651,6,1253,2010-09-17 20:31:51,88.0
6687,2,2820,2010-09-18 12:03:38,253.0
6687,2,2820,2010-09-18 12:03:38,253.0
6687,2,2820,2010-09-18 12:03:38,253.0
6687,2,2820,2010-09-18 12:03:38,253.0
6687,2,2820,2010-09-18 12:03:38,253.0
6781,2,2853,2010-09-19 14:44:17,183.0
6781,2,2853,2010-09-19 14:44:17,183.0
6781,2,2853,2010-09-19 14:44:17,183.0
6781,2,2853,2010-09-19 14:44:17,183.0
6781,2,2853,2010-09-19 14:44:17,183.0
6785,5,2854,2010-09-19 15:33:03,88.0
6785,5,2854,2010-09-19 15:33:03,88.0
6855,2,2887,2010-09-20 07:08:01,930.0
6855,2,2887,2010-09-20 07:08:01,930.0
6855,2,2887,2010-09-20 07:08:01,930.0
6855,2,2887,2010-09-20 07:08:01,930.0
6995,2,2941,2010-09-21 07:46:52,1352.0
6995,2,2941,2010-09-21 07:46:52,1352.0
6995,2,2941,2010-09-21 07:46:52,1352.0
6995,2,2941,2010-09-21 07:46:52,1352.0
6995,2,2941,2010-09-21 07:46:52,1352.0
6995,2,2941,2010-09-21 07:46:52,1352.0
6995,2,2941,2010-09-21 07:46:52,1352.0
6995,2,2941,2010-09-21 07:46:52,1352.0
7020,3,2948,2010-09-21 15:50:45,1007.0
7020,3,2948,2010-09-21 15:50:45,1007.0
7020,3,2948,2010-09-21 15:50:45,1007.0
7020,3,2948,2010-09-21 15:50:45,1007.0
7020,3,2948,2010-09-21 15:50:45,1007.0
7020,3,2948,2010-09-21 15:50:45,1007.0
7020,3,2948,2010-09-21 15:50:45,1007.0
7020,3,2948,2010-09-21 15:50:45,1007.0
7020,3,2948,2010-09-21 15:50:45,1007.0
7050,5,2917,2010-09-21 22:20:46,1381.0
7050,5,2917,2010-09-21 22:20:46,1381.0
7117,2,2978,2010-09-22 17:21:32,601.0
7117,2,2978,2010-09-22 17:21:32,601.0
7117,2,2978,2010-09-22 17:21:32,601.0
7117,2,2978,2010-09-22 17:21:32,601.0
7255,3,3031,2010-09-24 02:56:56,1410.0
7255,3,3031,2010-09-24 02:56:56,1410.0
7255,3,3031,2010-09-24 02:56:56,1410.0
7255,3,3031,2010-09-24 02:56:56,1410.0
7255,3,3031,2010-09-24 02:56:56,1410.0
7429,3,3100,2010-09-27 06:24:37,183.0
7429,3,3100,2010-09-27 06:24:37,183.0
7429,3,3100,2010-09-27 06:24:37,183.0
7429,3,3100,2010-09-27 06:24:37,183.0
7473,2,3115,2010-09-27 14:42:20,
7473,2,3115,2010-09-27 14:42:20,
7473,2,3115,2010-09-27 14:42:20,
7473,2,3115,2010-09-27 14:42:20,
7473,2,3115,2010-09-27 14:42:20,
7766,4,1478,2010-09-30 21:21:50,930.0
7766,4,1478,2010-09-30 21:21:50,930.0
7766,4,1478,2010-09-30 21:21:50,930.0
7766,4,1478,2010-09-30 21:21:50,930.0
7766,4,1478,2010-09-30 21:21:50,930.0
7766,4,1478,2010-09-30 21:21:50,930.0
7766,4,1478,2010-09-30 21:21:50,930.0
7780,3,3221,2010-10-01 00:16:07,1005.0
7780,3,3221,2010-10-01 00:16:07,1005.0
7780,3,3221,2010-10-01 00:16:07,1005.0
7852,5,3247,2010-10-01 18:49:06,930.0
7855,4,3244,2010-10-01 19:19:20,1329.0
7855,4,3244,2010-10-01 19:19:20,1329.0
7855,4,3244,2010-10-01 19:19:20,1329.0
7855,4,3244,2010-10-01 19:19:20,1329.0
7855,4,3244,2010-10-01 19:19:20,1329.0
7855,4,3244,2010-10-01 19:19:20,1329.0
7855,4,3244,2010-10-01 19:19:20,1329.0
7855,4,3244,2010-10-01 19:19:20,1329.0
7855,4,3244,2010-10-01 19:19:20,1329.0
7855,4,3244,2010-10-01 19:19:20,1329.0
7855,4,3244,2010-10-01 19:19:20,1329.0
7931,16,3273,2010-10-02 23:58:10,-1.0
7931,16,3273,2010-10-02 23:58:10,-1.0
7931,16,3273,2010-10-02 23:58:10,-1.0
7944,2,3278,2010-10-03 10:14:06,930.0
7944,2,3278,2010-10-03 10:14:06,930.0
7944,2,3278,2010-10-03 10:14:06,930.0
7944,2,3278,2010-10-03 10:14:06,930.0
8005,16,3298,2010-10-04 10:16:23,-1.0
8005,16,3298,2010-10-04 10:16:23,-1.0
8005,16,3298,2010-10-04 10:16:23,-1.0
8005,16,3298,2010-10-04 10:16:23,-1.0
8005,16,3298,2010-10-04 10:16:23,-1.0
8005,16,3298,2010-10-04 10:16:23,-1.0
8005,16,3298,2010-10-04 10:16:23,-1.0
8040,5,3296,2010-10-04 18:58:34,1496.0
8040,5,3296,2010-10-04 18:58:34,1496.0
8040,5,3296,2010-10-04 18:58:34,1496.0
8040,5,3296,2010-10-04 18:58:34,1496.0
8040,5,3296,2010-10-04 18:58:34,1496.0
8040,5,3296,2010-10-04 18:58:34,1496.0
8044,3,3313,2010-10-04 19:47:23,749.0
8044,3,3313,2010-10-04 19:47:23,749.0
8044,3,3313,2010-10-04 19:47:23,749.0
8275,12,3379,2010-10-07 18:21:48,603.0
8275,12,3379,2010-10-07 18:21:48,603.0
8275,12,3379,2010-10-07 18:21:48,603.0
8275,12,3379,2010-10-07 18:21:48,603.0
8340,2,3416,2010-10-08 13:53:52,
8340,2,3416,2010-10-08 13:53:52,
8340,2,3416,2010-10-08 13:53:52,
8340,2,3416,2010-10-08 13:53:52,
8340,2,3416,2010-10-08 13:53:52,
8340,2,3416,2010-10-08 13:53:52,
8340,2,3416,2010-10-08 13:53:52,
8340,2,3416,2010-10-08 13:53:52,
8395,2,3437,2010-10-09 11:59:06,88.0
8395,2,3437,2010-10-09 11:59:06,88.0
8395,2,3437,2010-10-09 11:59:06,88.0
8395,2,3437,2010-10-09 11:59:06,88.0
8395,2,3437,2010-10-09 11:59:06,88.0
8408,2,3444,2010-10-09 16:09:00,251.0
8408,2,3444,2010-10-09 16:09:00,251.0
8408,2,3444,2010-10-09 16:09:00,251.0
8430,2,3452,2010-10-09 20:12:24,88.0
8430,2,3452,2010-10-09 20:12:24,88.0
8446,2,3460,2010-10-10 09:55:00,8.0
8446,2,3460,2010-10-10 09:55:00,8.0
8446,2,3460,2010-10-10 09:55:00,8.0
8446,2,3460,2010-10-10 09:55:00,8.0
8446,2,3460,2010-10-10 09:55:00,8.0
8734,2,3574,2010-10-13 20:08:11,449.0
8734,2,3574,2010-10-13 20:08:11,449.0
8734,2,3574,2010-10-13 20:08:11,449.0
8734,2,3574,2010-10-13 20:08:11,449.0
8929,1,3650,2010-10-15 20:17:13,1036.0
8929,1,3650,2010-10-15 20:17:13,1036.0
9211,16,81,2010-10-19 11:07:08,88.0
9211,16,81,2010-10-19 11:07:08,88.0
9211,16,81,2010-10-19 11:07:08,88.0
9211,16,81,2010-10-19 11:07:08,88.0
9211,16,81,2010-10-19 11:07:08,88.0
9211,16,81,2010-10-19 11:07:08,88.0
9279,2,3770,2010-10-19 17:10:57,
9279,2,3770,2010-10-19 17:10:57,
9279,2,3770,2010-10-19 17:10:57,
9279,2,3770,2010-10-19 17:10:57,
9279,2,3770,2010-10-19 17:10:57,
9279,2,3770,2010-10-19 17:10:57,
9279,2,3770,2010-10-19 17:10:57,
9279,2,3770,2010-10-19 17:10:57,
9542,2,3857,2010-10-21 16:26:22,478.0
9662,5,3890,2010-10-22 21:42:16,603.0
9662,5,3890,2010-10-22 21:42:16,603.0
9662,5,3890,2010-10-22 21:42:16,603.0
9788,6,3947,2010-10-24 20:03:26,8.0
9788,6,3947,2010-10-24 20:03:26,8.0
9788,6,3947,2010-10-24 20:03:26,8.0
9972,2,4017,2010-10-27 09:59:40,603.0
9972,2,4017,2010-10-27 09:59:40,603.0
9972,2,4017,2010-10-27 09:59:40,603.0
9972,2,4017,2010-10-27 09:59:40,603.0
9972,2,4017,2010-10-27 09:59:40,603.0
9972,2,4017,2010-10-27 09:59:40,603.0
9972,2,4017,2010-10-27 09:59:40,603.0
10241,5,3667,2010-11-01 16:32:27,930.0
10241,5,3667,2010-11-01 16:32:27,930.0
10277,4,4121,2010-11-01 23:23:41,1395.0
10277,4,4121,2010-11-01 23:23:41,1395.0
10277,4,4121,2010-11-01 23:23:41,1395.0
10277,4,4121,2010-11-01 23:23:41,1395.0
10277,4,4121,2010-11-01 23:23:41,1395.0
10277,4,4121,2010-11-01 23:23:41,1395.0
10287,5,4115,2010-11-02 01:18:26,
10287,5,4115,2010-11-02 01:18:26,
10287,5,4115,2010-11-02 01:18:26,
10287,5,4115,2010-11-02 01:18:26,
10522,1,4203,2010-11-04 11:33:05,1197.0
10522,1,4203,2010-11-04 11:33:05,1197.0
10522,1,4203,2010-11-04 11:33:05,1197.0
10522,1,4203,2010-11-04 11:33:05,1197.0
10522,1,4203,2010-11-04 11:33:05,1197.0
10522,1,4203,2010-11-04 11:33:05,1197.0
10522,1,4203,2010-11-04 11:33:05,1197.0
10522,1,4203,2010-11-04 11:33:05,1197.0
10739,5,4274,2010-11-06 20:29:14,930.0
10739,5,4274,2010-11-06 20:29:14,930.0
10739,5,4274,2010-11-06 20:29:14,930.0
10754,2,4282,2010-11-07 07:18:14,1808.0
10754,2,4282,2010-11-07 07:18:14,1808.0
10754,2,4282,2010-11-07 07:18:14,1808.0
10754,2,4282,2010-11-07 07:18:14,1808.0
10907,1,4335,2010-11-09 08:55:58,253.0
10907,1,4335,2010-11-09 08:55:58,253.0
10907,1,4335,2010-11-09 08:55:58,253.0
10907,1,4335,2010-11-09 08:55:58,253.0
10907,1,4335,2010-11-09 08:55:58,253.0
10907,1,4335,2010-11-09 08:55:58,253.0
10977,13,4359,2010-11-09 19:10:39,1108.0
10977,13,4359,2010-11-09 19:10:39,1108.0
10977,13,4359,2010-11-09 19:10:39,1108.0
10977,13,4359,2010-11-09 19:10:39,1108.0
10977,13,4359,2010-11-09 19:10:39,1108.0
11099,1,4403,2010-11-10 19:36:52,1618.0
11099,1,4403,2010-11-10 19:36:52,1618.0
11099,1,4403,2010-11-10 19:36:52,1618.0
11279,3,4473,2010-11-12 06:50:57,776.0
11279,3,4473,2010-11-12 06:50:57,776.0
11279,3,4473,2010-11-12 06:50:57,776.0
11279,3,4473,2010-11-12 06:50:57,776.0
11279,3,4473,2010-11-12 06:50:57,776.0
11335,2,4492,2010-11-13 03:18:29,1971.0
11335,2,4492,2010-11-13 03:18:29,1971.0
11335,2,4492,2010-11-13 03:18:29,1971.0
11335,2,4492,2010-11-13 03:18:29,1971.0
11335,2,4492,2010-11-13 03:18:29,1971.0
11602,2,4590,2010-11-16 13:30:48,223.0
11602,2,4590,2010-11-16 13:30:48,223.0
11711,6,4619,2010-11-17 14:37:06,930.0
11711,6,4619,2010-11-17 14:37:06,930.0
11711,6,4619,2010-11-17 14:37:06,930.0
11717,2,4639,2010-11-17 15:59:25,1994.0
11717,2,4639,2010-11-17 15:59:25,1994.0
11717,2,4639,2010-11-17 15:59:25,1994.0
11717,2,4639,2010-11-17 15:59:25,1994.0
11722,1,4640,2010-11-17 16:24:18,1994.0
11722,1,4640,2010-11-17 16:24:18,1994.0
12300,1,4858,2010-11-24 04:12:41,1663.0
12300,1,4858,2010-11-24 04:12:41,1663.0
12315,2,4867,2010-11-24 08:13:19,930.0
12315,2,4867,2010-11-24 08:13:19,930.0
12364,2,4885,2010-11-24 16:29:10,919.0
12364,2,4885,2010-11-24 16:29:10,919.0
12364,2,4885,2010-11-24 16:29:10,919.0
12364,2,4885,2010-11-24 16:29:10,919.0
12364,2,4885,2010-11-24 16:29:10,919.0
12364,2,4885,2010-11-24 16:29:10,919.0
12478,2,4929,2010-11-26 08:13:43,264.0
12478,2,4929,2010-11-26 08:13:43,264.0
12758,2,5023,2010-11-30 08:37:51,2197.0
12758,2,5023,2010-11-30 08:37:51,2197.0
12758,2,5023,2010-11-30 08:37:51,2197.0
12815,3,5042,2010-12-01 06:49:03,1224.0
12815,3,5042,2010-12-01 06:49:03,1224.0
12815,3,5042,2010-12-01 06:49:03,1224.0
12815,3,5042,2010-12-01 06:49:03,1224.0
12837,5,5049,2010-12-01 12:25:50,386.0
12837,5,5049,2010-12-01 12:25:50,386.0
12837,5,5049,2010-12-01 12:25:50,386.0
12837,5,5049,2010-12-01 12:25:50,386.0
12837,5,5049,2010-12-01 12:25:50,386.0
12837,5,5049,2010-12-01 12:25:50,386.0
12884,2,5071,2010-12-02 04:54:20,1709.0
12884,2,5071,2010-12-02 04:54:20,1709.0
12884,2,5071,2010-12-02 04:54:20,1709.0
12884,2,5071,2010-12-02 04:54:20,1709.0
12947,3,5092,2010-12-02 23:24:13,2246.0
12947,3,5092,2010-12-02 23:24:13,2246.0
13005,2,5110,2010-12-03 21:05:59,2247.0
13005,2,5110,2010-12-03 21:05:59,2247.0
13005,2,5110,2010-12-03 21:05:59,2247.0
13005,2,5110,2010-12-03 21:05:59,2247.0
13005,2,5110,2010-12-03 21:05:59,2247.0
13005,2,5110,2010-12-03 21:05:59,2247.0
13261,5,5196,2010-12-07 10:45:24,88.0
13261,5,5196,2010-12-07 10:45:24,88.0
13282,1,5213,2010-12-07 14:30:19,2116.0
13282,1,5213,2010-12-07 14:30:19,2116.0
13282,1,5213,2010-12-07 14:30:19,2116.0
13364,5,5239,2010-12-08 10:04:06,1390.0
13364,5,5239,2010-12-08 10:04:06,1390.0
13469,2,5288,2010-12-09 10:11:07,261.0
13469,2,5288,2010-12-09 10:11:07,261.0
13469,2,5288,2010-12-09 10:11:07,261.0
13469,2,5288,2010-12-09 10:11:07,261.0
13469,2,5288,2010-12-09 10:11:07,261.0
13554,2,5326,2010-12-09 21:50:21,279.0
13554,2,5326,2010-12-09 21:50:21,279.0
13554,2,5326,2010-12-09 21:50:21,279.0
13554,2,5326,2010-12-09 21:50:21,279.0
13554,2,5326,2010-12-09 21:50:21,279.0
13554,2,5326,2010-12-09 21:50:21,279.0
13554,2,5326,2010-12-09 21:50:21,279.0
13559,6,5299,2010-12-10 00:25:32,2310.0
13559,6,5299,2010-12-10 00:25:32,2310.0
13559,6,5299,2010-12-10 00:25:32,2310.0
