Id,PostId,VoteTypeId,CreationDate,UserId,BountyAmount
3509,1086,2,2010-08-01 00:00:00,,
3509,1086,2,2010-08-01 00:00:00,,
3715,937,2,2010-08-03 00:00:00,,
3715,937,2,2010-08-03 00:00:00,,
3715,937,2,2010-08-03 00:00:00,,
3751,1178,2,2010-08-03 00:00:00,,
3751,1178,2,2010-08-03 00:00:00,,
3751,1178,2,2010-08-03 00:00:00,,
3751,1178,2,2010-08-03 00:00:00,,
3751,1178,2,2010-08-03 00:00:00,,
3751,1178,2,2010-08-03 00:00:00,,
4006,165,2,2010-08-05 00:00:00,,
4006,165,2,2010-08-05 00:00:00,,
4006,165,2,2010-08-05 00:00:00,,
4006,165,2,2010-08-05 00:00:00,,
4006,165,2,2010-08-05 00:00:00,,
4006,165,2,2010-08-05 00:00:00,,
4006,165,2,2010-08-05 00:00:00,,
4026,1295,2,2010-08-05 00:00:00,,
4026,1295,2,2010-08-05 00:00:00,,
4026,1295,2,2010-08-05 00:00:00,,
4026,1295,2,2010-08-05 00:00:00,,
4300,125,5,2010-08-06 00:00:00,797.0,
4300,125,5,2010-08-06 00:00:00,797.0,
4300,125,5,2010-08-06 00:00:00,797.0,
4533,121,2,2010-08-09 00:00:00,,
4533,121,2,2010-08-09 00:00:00,,
4533,121,2,2010-08-09 00:00:00,,
4533,121,2,2010-08-09 00:00:00,,
4533,121,2,2010-08-09 00:00:00,,
4591,1223,5,2010-08-09 00:00:00,5.0,
4591,1223,5,2010-08-09 00:00:00,5.0,
4591,1223,5,2010-08-09 00:00:00,5.0,
4591,1223,5,2010-08-09 00:00:00,5.0,
4597,1202,2,2010-08-09 00:00:00,,
4597,1202,2,2010-08-09 00:00:00,,
4597,1202,2,2010-08-09 00:00:00,,
4667,668,2,2010-08-09 00:00:00,,
4667,668,2,2010-08-09 00:00:00,,
4667,668,2,2010-08-09 00:00:00,,
4667,668,2,2010-08-09 00:00:00,,
4667,668,2,2010-08-09 00:00:00,,
4667,668,2,2010-08-09 00:00:00,,
4667,668,2,2010-08-09 00:00:00,,
4667,668,2,2010-08-09 00:00:00,,
4667,668,2,2010-08-09 00:00:00,,
4830,455,2,2010-08-11 00:00:00,,
4830,455,2,2010-08-11 00:00:00,,
4830,455,2,2010-08-11 00:00:00,,
4830,455,2,2010-08-11 00:00:00,,
4830,455,2,2010-08-11 00:00:00,,
4830,455,2,2010-08-11 00:00:00,,
4830,455,2,2010-08-11 00:00:00,,
4980,316,2,2010-08-12 00:00:00,,
4980,316,2,2010-08-12 00:00:00,,
5193,819,2,2010-08-13 00:00:00,,
5193,819,2,2010-08-13 00:00:00,,
5193,819,2,2010-08-13 00:00:00,,
5193,819,2,2010-08-13 00:00:00,,
5193,819,2,2010-08-13 00:00:00,,
5193,819,2,2010-08-13 00:00:00,,
5281,1604,2,2010-08-14 00:00:00,,
5281,1604,2,2010-08-14 00:00:00,,
5281,1604,2,2010-08-14 00:00:00,,
5281,1604,2,2010-08-14 00:00:00,,
5281,1604,2,2010-08-14 00:00:00,,
5309,1661,2,2010-08-15 00:00:00,,
5309,1661,2,2010-08-15 00:00:00,,
5309,1661,2,2010-08-15 00:00:00,,
5309,1661,2,2010-08-15 00:00:00,,
5309,1661,2,2010-08-15 00:00:00,,
5426,1317,2,2010-08-16 00:00:00,,
5674,1780,2,2010-08-17 00:00:00,,
5674,1780,2,2010-08-17 00:00:00,,
5674,1780,2,2010-08-17 00:00:00,,
5674,1780,2,2010-08-17 00:00:00,,
5674,1780,2,2010-08-17 00:00:00,,
5674,1780,2,2010-08-17 00:00:00,,
5674,1780,2,2010-08-17 00:00:00,,
5857,1799,2,2010-08-18 00:00:00,,
5857,1799,2,2010-08-18 00:00:00,,
5857,1799,2,2010-08-18 00:00:00,,
5857,1799,2,2010-08-18 00:00:00,,
5857,1799,2,2010-08-18 00:00:00,,
5863,1828,2,2010-08-18 00:00:00,,
5863,1828,2,2010-08-18 00:00:00,,
6087,1108,2,2010-08-19 00:00:00,,
6087,1108,2,2010-08-19 00:00:00,,
6087,1108,2,2010-08-19 00:00:00,,
6087,1108,2,2010-08-19 00:00:00,,
6087,1108,2,2010-08-19 00:00:00,,
6087,1108,2,2010-08-19 00:00:00,,
6305,1995,5,2010-08-22 00:00:00,573.0,
6305,1995,5,2010-08-22 00:00:00,573.0,
6305,1995,5,2010-08-22 00:00:00,573.0,
6305,1995,5,2010-08-22 00:00:00,573.0,
6305,1995,5,2010-08-22 00:00:00,573.0,
6305,1995,5,2010-08-22 00:00:00,573.0,
6305,1995,5,2010-08-22 00:00:00,573.0,
6317,184,2,2010-08-22 00:00:00,,
6317,184,2,2010-08-22 00:00:00,,
6317,184,2,2010-08-22 00:00:00,,
6317,184,2,2010-08-22 00:00:00,,
6397,2041,2,2010-08-23 00:00:00,,
6397,2041,2,2010-08-23 00:00:00,,
6397,2041,2,2010-08-23 00:00:00,,
6547,2074,2,2010-08-24 00:00:00,,
6547,2074,2,2010-08-24 00:00:00,,
6547,2074,2,2010-08-24 00:00:00,,
6547,2074,2,2010-08-24 00:00:00,,
6547,2074,2,2010-08-24 00:00:00,,
6547,2074,2,2010-08-24 00:00:00,,
6547,2074,2,2010-08-24 00:00:00,,
6547,2074,2,2010-08-24 00:00:00,,
6776,2134,2,2010-08-26 00:00:00,,
6776,2134,2,2010-08-26 00:00:00,,
6804,2126,2,2010-08-26 00:00:00,,
6804,2126,2,2010-08-26 00:00:00,,
6804,2126,2,2010-08-26 00:00:00,,
6804,2126,2,2010-08-26 00:00:00,,
6804,2126,2,2010-08-26 00:00:00,,
6804,2126,2,2010-08-26 00:00:00,,
6804,2126,2,2010-08-26 00:00:00,,
6964,2168,2,2010-08-27 00:00:00,,
6964,2168,2,2010-08-27 00:00:00,,
6964,2168,2,2010-08-27 00:00:00,,
6987,1839,2,2010-08-27 00:00:00,,
6987,1839,2,2010-08-27 00:00:00,,
6987,1839,2,2010-08-27 00:00:00,,
6987,1839,2,2010-08-27 00:00:00,,
7134,230,2,2010-08-30 00:00:00,,
7134,230,2,2010-08-30 00:00:00,,
7134,230,2,2010-08-30 00:00:00,,
7134,230,2,2010-08-30 00:00:00,,
7134,230,2,2010-08-30 00:00:00,,
7149,2183,2,2010-08-30 00:00:00,,
7149,2183,2,2010-08-30 00:00:00,,
7149,2183,2,2010-08-30 00:00:00,,
7149,2183,2,2010-08-30 00:00:00,,
7255,2226,2,2010-08-31 00:00:00,,
7255,2226,2,2010-08-31 00:00:00,,
7255,2226,2,2010-08-31 00:00:00,,
7255,2226,2,2010-08-31 00:00:00,,
7255,2226,2,2010-08-31 00:00:00,,
7255,2226,2,2010-08-31 00:00:00,,
7350,2239,2,2010-08-31 00:00:00,,
7437,2258,2,2010-09-01 00:00:00,,
7504,546,2,2010-09-01 00:00:00,,
7580,2278,2,2010-09-01 00:00:00,,
7600,2285,2,2010-09-02 00:00:00,,
7600,2285,2,2010-09-02 00:00:00,,
7600,2285,2,2010-09-02 00:00:00,,
7603,2296,2,2010-09-02 00:00:00,,
7603,2296,2,2010-09-02 00:00:00,,
7645,2299,2,2010-09-02 00:00:00,,
7645,2299,2,2010-09-02 00:00:00,,
7645,2299,2,2010-09-02 00:00:00,,
7645,2299,2,2010-09-02 00:00:00,,
7645,2299,2,2010-09-02 00:00:00,,
7901,2251,2,2010-09-03 00:00:00,,
7901,2251,2,2010-09-03 00:00:00,,
7901,2251,2,2010-09-03 00:00:00,,
7901,2251,2,2010-09-03 00:00:00,,
7909,2360,2,2010-09-03 00:00:00,,
7909,2360,2,2010-09-03 00:00:00,,
7909,2360,2,2010-09-03 00:00:00,,
8121,2402,2,2010-09-06 00:00:00,,
8121,2402,2,2010-09-06 00:00:00,,
8121,2402,2,2010-09-06 00:00:00,,
8121,2402,2,2010-09-06 00:00:00,,
8121,2402,2,2010-09-06 00:00:00,,
8651,2501,2,2010-09-09 00:00:00,,
8651,2501,2,2010-09-09 00:00:00,,
8651,2501,2,2010-09-09 00:00:00,,
8651,2501,2,2010-09-09 00:00:00,,
8658,722,2,2010-09-09 00:00:00,,
8658,722,2,2010-09-09 00:00:00,,
8658,722,2,2010-09-09 00:00:00,,
8658,722,2,2010-09-09 00:00:00,,
8658,722,2,2010-09-09 00:00:00,,
8658,722,2,2010-09-09 00:00:00,,
8911,2548,2,2010-09-11 00:00:00,,
8911,2548,2,2010-09-11 00:00:00,,
8911,2548,2,2010-09-11 00:00:00,,
9178,2618,2,2010-09-13 00:00:00,,
9178,2618,2,2010-09-13 00:00:00,,
9178,2618,2,2010-09-13 00:00:00,,
9178,2618,2,2010-09-13 00:00:00,,
9310,2629,2,2010-09-14 00:00:00,,
9310,2629,2,2010-09-14 00:00:00,,
9310,2629,2,2010-09-14 00:00:00,,
9310,2629,2,2010-09-14 00:00:00,,
9756,2728,2,2010-09-16 00:00:00,,
9756,2728,2,2010-09-16 00:00:00,,
9756,2728,2,2010-09-16 00:00:00,,
9808,2747,2,2010-09-16 00:00:00,,
9808,2747,2,2010-09-16 00:00:00,,
9902,2777,2,2010-09-17 00:00:00,,
9902,2777,2,2010-09-17 00:00:00,,
9902,2777,2,2010-09-17 00:00:00,,
9902,2777,2,2010-09-17 00:00:00,,
9902,2777,2,2010-09-17 00:00:00,,
9902,2777,2,2010-09-17 00:00:00,,
9902,2777,2,2010-09-17 00:00:00,,
9902,2777,2,2010-09-17 00:00:00,,
9921,2777,5,2010-09-17 00:00:00,1036.0,
9921,2777,5,2010-09-17 00:00:00,1036.0,
10065,2828,2,2010-09-18 00:00:00,,
10065,2828,2,2010-09-18 00:00:00,,
10065,2828,2,2010-09-18 00:00:00,,
10065,2828,2,2010-09-18 00:00:00,,
10065,2828,2,2010-09-18 00:00:00,,
10065,2828,2,2010-09-18 00:00:00,,
10065,2828,2,2010-09-18 00:00:00,,
10277,2894,2,2010-09-20 00:00:00,,
10277,2894,2,2010-09-20 00:00:00,,
10277,2894,2,2010-09-20 00:00:00,,
10277,2894,2,2010-09-20 00:00:00,,
10277,2894,2,2010-09-20 00:00:00,,
10277,2894,2,2010-09-20 00:00:00,,
10277,2894,2,2010-09-20 00:00:00,,
10357,2925,5,2010-09-21 00:00:00,251.0,
10357,2925,5,2010-09-21 00:00:00,251.0,
10357,2925,5,2010-09-21 00:00:00,251.0,
10357,2925,5,2010-09-21 00:00:00,251.0,
10367,2910,2,2010-09-21 00:00:00,,
10367,2910,2,2010-09-21 00:00:00,,
10367,2910,2,2010-09-21 00:00:00,,
10590,2959,2,2010-09-22 00:00:00,,
10590,2959,2,2010-09-22 00:00:00,,
10590,2959,2,2010-09-22 00:00:00,,
10590,2959,2,2010-09-22 00:00:00,,
10726,3010,2,2010-09-23 00:00:00,,
10726,3010,2,2010-09-23 00:00:00,,
10726,3010,2,2010-09-23 00:00:00,,
10837,2982,5,2010-09-24 00:00:00,253.0,
10837,2982,5,2010-09-24 00:00:00,253.0,
10837,2982,5,2010-09-24 00:00:00,253.0,
10837,2982,5,2010-09-24 00:00:00,253.0,
10837,2982,5,2010-09-24 00:00:00,253.0,
10837,2982,5,2010-09-24 00:00:00,253.0,
10837,2982,5,2010-09-24 00:00:00,253.0,
10950,2899,2,2010-09-25 00:00:00,,
10950,2899,2,2010-09-25 00:00:00,,
10950,2899,2,2010-09-25 00:00:00,,
10950,2899,2,2010-09-25 00:00:00,,
10950,2899,2,2010-09-25 00:00:00,,
11016,1708,2,2010-09-25 00:00:00,,
11041,2888,9,2010-09-25 00:00:00,,100.0
11041,2888,9,2010-09-25 00:00:00,,100.0
11041,2888,9,2010-09-25 00:00:00,,100.0
11041,2888,9,2010-09-25 00:00:00,,100.0
11098,2330,2,2010-09-26 00:00:00,,
11098,2330,2,2010-09-26 00:00:00,,
11358,3059,2,2010-09-28 00:00:00,,
11358,3059,2,2010-09-28 00:00:00,,
11358,3059,2,2010-09-28 00:00:00,,
11358,3059,2,2010-09-28 00:00:00,,
11362,3053,2,2010-09-28 00:00:00,,
11390,3089,2,2010-09-28 00:00:00,,
11390,3089,2,2010-09-28 00:00:00,,
11589,3177,2,2010-09-29 00:00:00,,
11589,3177,2,2010-09-29 00:00:00,,
11589,3177,2,2010-09-29 00:00:00,,
11589,3177,2,2010-09-29 00:00:00,,
11720,3195,2,2010-09-30 00:00:00,,
11720,3195,2,2010-09-30 00:00:00,,
11720,3195,2,2010-09-30 00:00:00,,
11720,3195,2,2010-09-30 00:00:00,,
11720,3195,2,2010-09-30 00:00:00,,
11843,3207,2,2010-10-01 00:00:00,,
11843,3207,2,2010-10-01 00:00:00,,
11843,3207,2,2010-10-01 00:00:00,,
11843,3207,2,2010-10-01 00:00:00,,
11843,3207,2,2010-10-01 00:00:00,,
11867,779,2,2010-10-01 00:00:00,,
11867,779,2,2010-10-01 00:00:00,,
11867,779,2,2010-10-01 00:00:00,,
11867,779,2,2010-10-01 00:00:00,,
11936,3239,2,2010-10-01 00:00:00,,
11936,3239,2,2010-10-01 00:00:00,,
11936,3239,2,2010-10-01 00:00:00,,
11963,3179,2,2010-10-01 00:00:00,,
11963,3179,2,2010-10-01 00:00:00,,
11963,3179,2,2010-10-01 00:00:00,,
11963,3179,2,2010-10-01 00:00:00,,
12161,1531,2,2010-10-03 00:00:00,,
12161,1531,2,2010-10-03 00:00:00,,
12161,1531,2,2010-10-03 00:00:00,,
12186,3289,5,2010-10-03 00:00:00,1112.0,
12186,3289,5,2010-10-03 00:00:00,1112.0,
12186,3289,5,2010-10-03 00:00:00,1112.0,
12200,3271,2,2010-10-04 00:00:00,,
12200,3271,2,2010-10-04 00:00:00,,
12200,3271,2,2010-10-04 00:00:00,,
12219,3237,2,2010-10-04 00:00:00,,
12219,3237,2,2010-10-04 00:00:00,,
12219,3237,2,2010-10-04 00:00:00,,
12229,3291,2,2010-10-04 00:00:00,,
12229,3291,2,2010-10-04 00:00:00,,
12229,3291,2,2010-10-04 00:00:00,,
12291,2305,2,2010-10-04 00:00:00,,
12291,2305,2,2010-10-04 00:00:00,,
12291,2305,2,2010-10-04 00:00:00,,
12291,2305,2,2010-10-04 00:00:00,,
12291,2305,2,2010-10-04 00:00:00,,
12298,3308,2,2010-10-04 00:00:00,,
12298,3308,2,2010-10-04 00:00:00,,
12298,3308,2,2010-10-04 00:00:00,,
12298,3308,2,2010-10-04 00:00:00,,
12298,3308,2,2010-10-04 00:00:00,,
12298,3308,2,2010-10-04 00:00:00,,
12330,2312,2,2010-10-04 00:00:00,,
12689,3325,2,2010-10-07 00:00:00,,
12689,3325,2,2010-10-07 00:00:00,,
12689,3325,2,2010-10-07 00:00:00,,
12689,3325,2,2010-10-07 00:00:00,,
12689,3325,2,2010-10-07 00:00:00,,
12759,1844,2,2010-10-08 00:00:00,,
12759,1844,2,2010-10-08 00:00:00,,
12759,1844,2,2010-10-08 00:00:00,,
12759,1844,2,2010-10-08 00:00:00,,
12759,1844,2,2010-10-08 00:00:00,,
12892,3427,2,2010-10-08 00:00:00,,
12892,3427,2,2010-10-08 00:00:00,,
12892,3427,2,2010-10-08 00:00:00,,
12892,3427,2,2010-10-08 00:00:00,,
12892,3427,2,2010-10-08 00:00:00,,
12918,3391,2,2010-10-09 00:00:00,,
12918,3391,2,2010-10-09 00:00:00,,
12918,3391,2,2010-10-09 00:00:00,,
12918,3391,2,2010-10-09 00:00:00,,
13133,3307,5,2010-10-11 00:00:00,251.0,
13133,3307,5,2010-10-11 00:00:00,251.0,
13133,3307,5,2010-10-11 00:00:00,251.0,
13133,3307,5,2010-10-11 00:00:00,251.0,
13133,3307,5,2010-10-11 00:00:00,251.0,
13144,3479,2,2010-10-11 00:00:00,,
13144,3479,2,2010-10-11 00:00:00,,
13144,3479,2,2010-10-11 00:00:00,,
13144,3479,2,2010-10-11 00:00:00,,
13144,3479,2,2010-10-11 00:00:00,,
13221,291,2,2010-10-11 00:00:00,,
13221,291,2,2010-10-11 00:00:00,,
13221,291,2,2010-10-11 00:00:00,,
13262,3500,2,2010-10-12 00:00:00,,
13262,3500,2,2010-10-12 00:00:00,,
13262,3500,2,2010-10-12 00:00:00,,
13266,3489,2,2010-10-12 00:00:00,,
13266,3489,2,2010-10-12 00:00:00,,
13266,3489,2,2010-10-12 00:00:00,,
13373,3519,2,2010-10-12 00:00:00,,
13373,3519,2,2010-10-12 00:00:00,,
13373,3519,2,2010-10-12 00:00:00,,
13435,3521,2,2010-10-12 00:00:00,,
13435,3521,2,2010-10-12 00:00:00,,
13435,3521,2,2010-10-12 00:00:00,,
13435,3521,2,2010-10-12 00:00:00,,
13435,3521,2,2010-10-12 00:00:00,,
13435,3521,2,2010-10-12 00:00:00,,
13526,1069,2,2010-10-12 00:00:00,,
13526,1069,2,2010-10-12 00:00:00,,
13594,2695,2,2010-10-13 00:00:00,,
13594,2695,2,2010-10-13 00:00:00,,
13594,2695,2,2010-10-13 00:00:00,,
13594,2695,2,2010-10-13 00:00:00,,
13644,3543,2,2010-10-13 00:00:00,,
13644,3543,2,2010-10-13 00:00:00,,
13644,3543,2,2010-10-13 00:00:00,,
13644,3543,2,2010-10-13 00:00:00,,
13644,3543,2,2010-10-13 00:00:00,,
13644,3543,2,2010-10-13 00:00:00,,
13757,3567,2,2010-10-13 00:00:00,,
13757,3567,2,2010-10-13 00:00:00,,
13757,3567,2,2010-10-13 00:00:00,,
13757,3567,2,2010-10-13 00:00:00,,
13757,3567,2,2010-10-13 00:00:00,,
13768,3569,2,2010-10-13 00:00:00,,
13768,3569,2,2010-10-13 00:00:00,,
13768,3569,2,2010-10-13 00:00:00,,
13768,3569,2,2010-10-13 00:00:00,,
14021,827,2,2010-10-14 00:00:00,,
14021,827,2,2010-10-14 00:00:00,,
14021,827,2,2010-10-14 00:00:00,,
14021,827,2,2010-10-14 00:00:00,,
14021,827,2,2010-10-14 00:00:00,,
14214,3657,2,2010-10-15 00:00:00,,
14214,3657,2,2010-10-15 00:00:00,,
14214,3657,2,2010-10-15 00:00:00,,
14214,3657,2,2010-10-15 00:00:00,,
14214,3657,2,2010-10-15 00:00:00,,
14214,3657,2,2010-10-15 00:00:00,,
14214,3657,2,2010-10-15 00:00:00,,
14377,3421,2,2010-10-17 00:00:00,,
14377,3421,2,2010-10-17 00:00:00,,
14377,3421,2,2010-10-17 00:00:00,,
14377,3421,2,2010-10-17 00:00:00,,
14377,3421,2,2010-10-17 00:00:00,,
14377,3421,2,2010-10-17 00:00:00,,
14377,3421,2,2010-10-17 00:00:00,,
14377,3421,2,2010-10-17 00:00:00,,
14514,3635,2,2010-10-18 00:00:00,,
14514,3635,2,2010-10-18 00:00:00,,
14514,3635,2,2010-10-18 00:00:00,,
14514,3635,2,2010-10-18 00:00:00,,
14514,3635,2,2010-10-18 00:00:00,,
14514,3635,2,2010-10-18 00:00:00,,
14514,3635,2,2010-10-18 00:00:00,,
14514,3635,2,2010-10-18 00:00:00,,
14614,1224,2,2010-10-18 00:00:00,,
14614,1224,2,2010-10-18 00:00:00,,
14614,1224,2,2010-10-18 00:00:00,,
14803,3758,2,2010-10-19 00:00:00,,
14803,3758,2,2010-10-19 00:00:00,,
14803,3758,2,2010-10-19 00:00:00,,
15066,3784,2,2010-10-20 00:00:00,,
15066,3784,2,2010-10-20 00:00:00,,
15066,3784,2,2010-10-20 00:00:00,,
15066,3784,2,2010-10-20 00:00:00,,
15066,3784,2,2010-10-20 00:00:00,,
15066,3784,2,2010-10-20 00:00:00,,
15066,3784,2,2010-10-20 00:00:00,,
15327,3734,2,2010-10-21 00:00:00,,
15327,3734,2,2010-10-21 00:00:00,,
15327,3734,2,2010-10-21 00:00:00,,
15327,3734,2,2010-10-21 00:00:00,,
15327,3734,2,2010-10-21 00:00:00,,
15327,3734,2,2010-10-21 00:00:00,,
15327,3734,2,2010-10-21 00:00:00,,
15399,1053,5,2010-10-21 00:00:00,1036.0,
15399,1053,5,2010-10-21 00:00:00,1036.0,
15407,3848,2,2010-10-21 00:00:00,,
15407,3848,2,2010-10-21 00:00:00,,
15407,3848,2,2010-10-21 00:00:00,,
15407,3848,2,2010-10-21 00:00:00,,
15407,3848,2,2010-10-21 00:00:00,,
15407,3848,2,2010-10-21 00:00:00,,
15407,3848,2,2010-10-21 00:00:00,,
15407,3848,2,2010-10-21 00:00:00,,
16139,3984,2,2010-10-26 00:00:00,,
16139,3984,2,2010-10-26 00:00:00,,
16182,2970,2,2010-10-26 00:00:00,,
16182,2970,2,2010-10-26 00:00:00,,
16182,2970,2,2010-10-26 00:00:00,,
16182,2970,2,2010-10-26 00:00:00,,
16182,2970,2,2010-10-26 00:00:00,,
16428,4018,2,2010-10-27 00:00:00,,
16428,4018,2,2010-10-27 00:00:00,,
16675,4040,2,2010-10-29 00:00:00,,
16675,4040,2,2010-10-29 00:00:00,,
16675,4040,2,2010-10-29 00:00:00,,
16834,3460,2,2010-10-30 00:00:00,,
16834,3460,2,2010-10-30 00:00:00,,
16834,3460,2,2010-10-30 00:00:00,,
16834,3460,2,2010-10-30 00:00:00,,
16834,3460,2,2010-10-30 00:00:00,,
16860,825,2,2010-10-30 00:00:00,,
16860,825,2,2010-10-30 00:00:00,,
16860,825,2,2010-10-30 00:00:00,,
16860,825,2,2010-10-30 00:00:00,,
16860,825,2,2010-10-30 00:00:00,,
16862,4077,2,2010-10-30 00:00:00,,
17047,4104,2,2010-11-01 00:00:00,,
17047,4104,2,2010-11-01 00:00:00,,
17047,4104,2,2010-11-01 00:00:00,,
17047,4104,2,2010-11-01 00:00:00,,
17260,4144,2,2010-11-02 00:00:00,,
17260,4144,2,2010-11-02 00:00:00,,
17260,4144,2,2010-11-02 00:00:00,,
17269,680,2,2010-11-02 00:00:00,,
17315,2961,2,2010-11-03 00:00:00,,
17315,2961,2,2010-11-03 00:00:00,,
17315,2961,2,2010-11-03 00:00:00,,
17315,2961,2,2010-11-03 00:00:00,,
17315,2961,2,2010-11-03 00:00:00,,
17315,2961,2,2010-11-03 00:00:00,,
17350,4158,2,2010-11-03 00:00:00,,
17350,4158,2,2010-11-03 00:00:00,,
17350,4158,2,2010-11-03 00:00:00,,
17350,4158,2,2010-11-03 00:00:00,,
17350,4158,2,2010-11-03 00:00:00,,
17474,1142,5,2010-11-03 00:00:00,595.0,
17474,1142,5,2010-11-03 00:00:00,595.0,
17474,1142,5,2010-11-03 00:00:00,595.0,
17908,4220,2,2010-11-05 00:00:00,,
17908,4220,2,2010-11-05 00:00:00,,
