Id,PostTypeId,CreationDate,Score,ViewCount,OwnerUserId,AnswerCount,CommentCount,FavoriteCount,LastEditorUserId
1472,2,2010-08-09 22:27:53,4,,159.0,,2,,
1472,2,2010-08-09 22:27:53,4,,159.0,,2,,
1472,2,2010-08-09 22:27:53,4,,159.0,,2,,
1472,2,2010-08-09 22:27:53,4,,159.0,,2,,
1472,2,2010-08-09 22:27:53,4,,159.0,,2,,
1636,2,2010-08-13 06:09:24,3,,196.0,,2,,196.0
1636,2,2010-08-13 06:09:24,3,,196.0,,2,,196.0
1636,2,2010-08-13 06:09:24,3,,196.0,,2,,196.0
1636,2,2010-08-13 06:09:24,3,,196.0,,2,,196.0
1636,2,2010-08-13 06:09:24,3,,196.0,,2,,196.0
1636,2,2010-08-13 06:09:24,3,,196.0,,2,,196.0
1636,2,2010-08-13 06:09:24,3,,196.0,,2,,196.0
1636,2,2010-08-13 06:09:24,3,,196.0,,2,,196.0
1757,1,2010-08-16 23:36:20,6,474.0,569.0,2.0,0,2.0,8.0
1757,1,2010-08-16 23:36:20,6,474.0,569.0,2.0,0,2.0,8.0
1757,1,2010-08-16 23:36:20,6,474.0,569.0,2.0,0,2.0,8.0
1757,1,2010-08-16 23:36:20,6,474.0,569.0,2.0,0,2.0,8.0
1757,1,2010-08-16 23:36:20,6,474.0,569.0,2.0,0,2.0,8.0
1894,2,2010-08-19 11:22:51,7,,334.0,,0,,
1894,2,2010-08-19 11:22:51,7,,334.0,,0,,
1894,2,2010-08-19 11:22:51,7,,334.0,,0,,
1948,2,2010-08-20 10:05:35,3,,603.0,,0,,
1948,2,2010-08-20 10:05:35,3,,603.0,,0,,
1990,2,2010-08-21 21:24:35,4,,930.0,,0,,
1990,2,2010-08-21 21:24:35,4,,930.0,,0,,
1990,2,2010-08-21 21:24:35,4,,930.0,,0,,
1990,2,2010-08-21 21:24:35,4,,930.0,,0,,
1990,2,2010-08-21 21:24:35,4,,930.0,,0,,
1990,2,2010-08-21 21:24:35,4,,930.0,,0,,
1990,2,2010-08-21 21:24:35,4,,930.0,,0,,
1990,2,2010-08-21 21:24:35,4,,930.0,,0,,
2040,2,2010-08-23 10:23:50,9,,930.0,,0,,930.0
2040,2,2010-08-23 10:23:50,9,,930.0,,0,,930.0
2114,2,2010-08-25 18:37:15,11,,495.0,,4,,
2114,2,2010-08-25 18:37:15,11,,495.0,,4,,
2114,2,2010-08-25 18:37:15,11,,495.0,,4,,
2114,2,2010-08-25 18:37:15,11,,495.0,,4,,
2114,2,2010-08-25 18:37:15,11,,495.0,,4,,
2163,2,2010-08-27 14:38:12,4,,174.0,,0,,
2163,2,2010-08-27 14:38:12,4,,174.0,,0,,
2163,2,2010-08-27 14:38:12,4,,174.0,,0,,
2163,2,2010-08-27 14:38:12,4,,174.0,,0,,
2163,2,2010-08-27 14:38:12,4,,174.0,,0,,
2490,2,2010-09-08 16:31:59,1,,229.0,,0,,
2490,2,2010-09-08 16:31:59,1,,229.0,,0,,
2490,2,2010-09-08 16:31:59,1,,229.0,,0,,
2490,2,2010-09-08 16:31:59,1,,229.0,,0,,
2490,2,2010-09-08 16:31:59,1,,229.0,,0,,
2831,2,2010-09-18 21:07:17,16,,1352.0,,0,,
2831,2,2010-09-18 21:07:17,16,,1352.0,,0,,
2831,2,2010-09-18 21:07:17,16,,1352.0,,0,,
2852,1,2010-09-19 14:02:26,1,756.0,,3.0,4,1.0,930.0
2852,1,2010-09-19 14:02:26,1,756.0,,3.0,4,1.0,930.0
2852,1,2010-09-19 14:02:26,1,756.0,,3.0,4,1.0,930.0
2852,1,2010-09-19 14:02:26,1,756.0,,3.0,4,1.0,930.0
2985,2,2010-09-22 22:11:42,6,,352.0,,4,,352.0
2985,2,2010-09-22 22:11:42,6,,352.0,,4,,352.0
2985,2,2010-09-22 22:11:42,6,,352.0,,4,,352.0
3122,2,2010-09-27 18:05:25,8,,1075.0,,0,,1075.0
3122,2,2010-09-27 18:05:25,8,,1075.0,,0,,1075.0
3122,2,2010-09-27 18:05:25,8,,1075.0,,0,,1075.0
3122,2,2010-09-27 18:05:25,8,,1075.0,,0,,1075.0
3122,2,2010-09-27 18:05:25,8,,1075.0,,0,,1075.0
3382,2,2010-10-07 11:27:06,1,,88.0,,2,,
3382,2,2010-10-07 11:27:06,1,,88.0,,2,,
3382,2,2010-10-07 11:27:06,1,,88.0,,2,,
3382,2,2010-10-07 11:27:06,1,,88.0,,2,,
3503,2,2010-10-12 04:24:05,2,,1329.0,,3,,1329.0
3503,2,2010-10-12 04:24:05,2,,1329.0,,3,,1329.0
3503,2,2010-10-12 04:24:05,2,,1329.0,,3,,1329.0
3503,2,2010-10-12 04:24:05,2,,1329.0,,3,,1329.0
3663,2,2010-10-16 08:43:54,8,,930.0,,0,,930.0
3663,2,2010-10-16 08:43:54,8,,930.0,,0,,930.0
3663,2,2010-10-16 08:43:54,8,,930.0,,0,,930.0
3712,2,2010-10-18 15:47:22,4,,401.0,,5,,401.0
3712,2,2010-10-18 15:47:22,4,,401.0,,5,,401.0
3712,2,2010-10-18 15:47:22,4,,401.0,,5,,401.0
3712,2,2010-10-18 15:47:22,4,,401.0,,5,,401.0
3724,1,2010-10-18 20:54:08,8,2641.0,1618.0,2.0,5,1.0,
3724,1,2010-10-18 20:54:08,8,2641.0,1618.0,2.0,5,1.0,
3724,1,2010-10-18 20:54:08,8,2641.0,1618.0,2.0,5,1.0,
3724,1,2010-10-18 20:54:08,8,2641.0,1618.0,2.0,5,1.0,
3724,1,2010-10-18 20:54:08,8,2641.0,1618.0,2.0,5,1.0,
3724,1,2010-10-18 20:54:08,8,2641.0,1618.0,2.0,5,1.0,
3810,1,2010-10-20 16:38:35,3,1485.0,1647.0,1.0,2,3.0,930.0
3810,1,2010-10-20 16:38:35,3,1485.0,1647.0,1.0,2,3.0,930.0
3810,1,2010-10-20 16:38:35,3,1485.0,1647.0,1.0,2,3.0,930.0
3810,1,2010-10-20 16:38:35,3,1485.0,1647.0,1.0,2,3.0,930.0
4024,2,2010-10-27 15:11:25,5,,930.0,,2,,930.0
4024,2,2010-10-27 15:11:25,5,,930.0,,2,,930.0
4024,2,2010-10-27 15:11:25,5,,930.0,,2,,930.0
4024,2,2010-10-27 15:11:25,5,,930.0,,2,,930.0
4030,1,2010-10-27 18:35:57,5,994.0,1127.0,1.0,1,2.0,930.0
4030,1,2010-10-27 18:35:57,5,994.0,1127.0,1.0,1,2.0,930.0
4171,2,2010-11-03 13:00:45,1,,247.0,,0,,
4171,2,2010-11-03 13:00:45,1,,247.0,,0,,
4214,1,2010-11-04 16:49:31,4,283.0,253.0,1.0,3,,
4214,1,2010-11-04 16:49:31,4,283.0,253.0,1.0,3,,
4214,1,2010-11-04 16:49:31,4,283.0,253.0,1.0,3,,
4214,1,2010-11-04 16:49:31,4,283.0,253.0,1.0,3,,
4238,1,2010-11-05 13:32:21,4,152.0,96.0,1.0,0,2.0,96.0
4238,1,2010-11-05 13:32:21,4,152.0,96.0,1.0,0,2.0,96.0
4238,1,2010-11-05 13:32:21,4,152.0,96.0,1.0,0,2.0,96.0
4238,1,2010-11-05 13:32:21,4,152.0,96.0,1.0,0,2.0,96.0
4238,1,2010-11-05 13:32:21,4,152.0,96.0,1.0,0,2.0,96.0
4238,1,2010-11-05 13:32:21,4,152.0,96.0,1.0,0,2.0,96.0
4240,2,2010-11-05 13:42:40,1,,,,0,,
4240,2,2010-11-05 13:42:40,1,,,,0,,
4240,2,2010-11-05 13:42:40,1,,,,0,,
4240,2,2010-11-05 13:42:40,1,,,,0,,
4240,2,2010-11-05 13:42:40,1,,,,0,,
4240,2,2010-11-05 13:42:40,1,,,,0,,
4264,2,2010-11-05 23:43:15,6,,334.0,,0,,
4264,2,2010-11-05 23:43:15,6,,334.0,,0,,
4264,2,2010-11-05 23:43:15,6,,334.0,,0,,
4264,2,2010-11-05 23:43:15,6,,334.0,,0,,
4366,2,2010-11-09 20:36:44,16,,795.0,,0,,
4366,2,2010-11-09 20:36:44,16,,795.0,,0,,
4451,1,2010-11-11 17:50:04,17,5900.0,,10.0,1,19.0,7290.0
4451,1,2010-11-11 17:50:04,17,5900.0,,10.0,1,19.0,7290.0
4451,1,2010-11-11 17:50:04,17,5900.0,,10.0,1,19.0,7290.0
4451,1,2010-11-11 17:50:04,17,5900.0,,10.0,1,19.0,7290.0
4569,1,2010-11-16 01:27:37,6,2609.0,696.0,2.0,0,1.0,8076.0
4569,1,2010-11-16 01:27:37,6,2609.0,696.0,2.0,0,1.0,8076.0
4569,1,2010-11-16 01:27:37,6,2609.0,696.0,2.0,0,1.0,8076.0
4569,1,2010-11-16 01:27:37,6,2609.0,696.0,2.0,0,1.0,8076.0
4590,2,2010-11-16 13:30:48,34,,223.0,,4,,6432.0
4590,2,2010-11-16 13:30:48,34,,223.0,,4,,6432.0
4590,2,2010-11-16 13:30:48,34,,223.0,,4,,6432.0
4590,2,2010-11-16 13:30:48,34,,223.0,,4,,6432.0
4630,2,2010-11-17 13:14:30,2,,449.0,,5,,
4630,2,2010-11-17 13:14:30,2,,449.0,,5,,
4630,2,2010-11-17 13:14:30,2,,449.0,,5,,
4630,2,2010-11-17 13:14:30,2,,449.0,,5,,
4719,2,2010-11-19 12:01:19,11,,1124.0,,0,,
4814,1,2010-11-23 09:38:30,4,1028.0,1124.0,1.0,0,1.0,615.0
4814,1,2010-11-23 09:38:30,4,1028.0,1124.0,1.0,0,1.0,615.0
4814,1,2010-11-23 09:38:30,4,1028.0,1124.0,1.0,0,1.0,615.0
4821,2,2010-11-23 12:02:06,6,,223.0,,2,,223.0
4821,2,2010-11-23 12:02:06,6,,223.0,,2,,223.0
4821,2,2010-11-23 12:02:06,6,,223.0,,2,,223.0
4821,2,2010-11-23 12:02:06,6,,223.0,,2,,223.0
4947,2,2010-11-26 16:47:25,4,,25.0,,1,,25.0
4947,2,2010-11-26 16:47:25,4,,25.0,,1,,25.0
4947,2,2010-11-26 16:47:25,4,,25.0,,1,,25.0
4947,2,2010-11-26 16:47:25,4,,25.0,,1,,25.0
5064,2,2010-12-01 23:57:48,10,,887.0,,0,,
5064,2,2010-12-01 23:57:48,10,,887.0,,0,,
5090,1,2010-12-02 21:44:09,3,414.0,,1.0,0,5.0,159.0
5090,1,2010-12-02 21:44:09,3,414.0,,1.0,0,5.0,159.0
5090,1,2010-12-02 21:44:09,3,414.0,,1.0,0,5.0,159.0
5090,1,2010-12-02 21:44:09,3,414.0,,1.0,0,5.0,159.0
5167,1,2010-12-05 20:54:03,1,528.0,2157.0,2.0,3,,88.0
5167,1,2010-12-05 20:54:03,1,528.0,2157.0,2.0,3,,88.0
5167,1,2010-12-05 20:54:03,1,528.0,2157.0,2.0,3,,88.0
5167,1,2010-12-05 20:54:03,1,528.0,2157.0,2.0,3,,88.0
5167,1,2010-12-05 20:54:03,1,528.0,2157.0,2.0,3,,88.0
5237,2,2010-12-08 06:10:45,1,,1307.0,,0,,
5237,2,2010-12-08 06:10:45,1,,1307.0,,0,,
5237,2,2010-12-08 06:10:45,1,,1307.0,,0,,
5237,2,2010-12-08 06:10:45,1,,1307.0,,0,,
5237,2,2010-12-08 06:10:45,1,,1307.0,,0,,
5291,2,2010-12-09 12:09:12,4,,2116.0,,0,,
5291,2,2010-12-09 12:09:12,4,,2116.0,,0,,
5291,2,2010-12-09 12:09:12,4,,2116.0,,0,,
5299,1,2010-12-09 14:49:52,1,716.0,2310.0,1.0,3,0.0,919.0
5299,1,2010-12-09 14:49:52,1,716.0,2310.0,1.0,3,0.0,919.0
5299,1,2010-12-09 14:49:52,1,716.0,2310.0,1.0,3,0.0,919.0
5355,2,2010-12-10 16:36:49,14,,1739.0,,4,,
5355,2,2010-12-10 16:36:49,14,,1739.0,,4,,
5355,2,2010-12-10 16:36:49,14,,1739.0,,4,,
5355,2,2010-12-10 16:36:49,14,,1739.0,,4,,
5355,2,2010-12-10 16:36:49,14,,1739.0,,4,,
5355,2,2010-12-10 16:36:49,14,,1739.0,,4,,
5362,2,2010-12-10 19:15:07,9,,253.0,,3,,253.0
5362,2,2010-12-10 19:15:07,9,,253.0,,3,,253.0
5362,2,2010-12-10 19:15:07,9,,253.0,,3,,253.0
5362,2,2010-12-10 19:15:07,9,,253.0,,3,,253.0
5362,2,2010-12-10 19:15:07,9,,253.0,,3,,253.0
5401,2,2010-12-12 13:51:48,1,,196.0,,8,,196.0
5401,2,2010-12-12 13:51:48,1,,196.0,,8,,196.0
5401,2,2010-12-12 13:51:48,1,,196.0,,8,,196.0
5401,2,2010-12-12 13:51:48,1,,196.0,,8,,196.0
5401,2,2010-12-12 13:51:48,1,,196.0,,8,,196.0
5401,2,2010-12-12 13:51:48,1,,196.0,,8,,196.0
5645,2,2010-12-20 07:31:41,4,,1670.0,,1,,1670.0
5645,2,2010-12-20 07:31:41,4,,1670.0,,1,,1670.0
5645,2,2010-12-20 07:31:41,4,,1670.0,,1,,1670.0
5645,2,2010-12-20 07:31:41,4,,1670.0,,1,,1670.0
5838,2,2010-12-30 16:23:03,5,,930.0,,1,,
5838,2,2010-12-30 16:23:03,5,,930.0,,1,,
5838,2,2010-12-30 16:23:03,5,,930.0,,1,,
5838,2,2010-12-30 16:23:03,5,,930.0,,1,,
5838,2,2010-12-30 16:23:03,5,,930.0,,1,,
6160,2,2011-01-11 09:38:04,7,,2704.0,,1,,2704.0
6160,2,2011-01-11 09:38:04,7,,2704.0,,1,,2704.0
6160,2,2011-01-11 09:38:04,7,,2704.0,,1,,2704.0
6160,2,2011-01-11 09:38:04,7,,2704.0,,1,,2704.0
6160,2,2011-01-11 09:38:04,7,,2704.0,,1,,2704.0
6160,2,2011-01-11 09:38:04,7,,2704.0,,1,,2704.0
6229,2,2011-01-13 17:43:22,12,,223.0,,2,,223.0
6229,2,2011-01-13 17:43:22,12,,223.0,,2,,223.0
6229,2,2011-01-13 17:43:22,12,,223.0,,2,,223.0
6229,2,2011-01-13 17:43:22,12,,223.0,,2,,223.0
6229,2,2011-01-13 17:43:22,12,,223.0,,2,,223.0
6288,2,2011-01-15 23:48:40,1,,2129.0,,6,,
6288,2,2011-01-15 23:48:40,1,,2129.0,,6,,
6584,2,2011-01-26 18:49:01,0,,601.0,,0,,601.0
6707,1,2011-01-30 01:50:47,3,539.0,2669.0,3.0,0,,
6707,1,2011-01-30 01:50:47,3,539.0,2669.0,3.0,0,,
6707,1,2011-01-30 01:50:47,3,539.0,2669.0,3.0,0,,
6707,1,2011-01-30 01:50:47,3,539.0,2669.0,3.0,0,,
6707,1,2011-01-30 01:50:47,3,539.0,2669.0,3.0,0,,
6707,1,2011-01-30 01:50:47,3,539.0,2669.0,3.0,0,,
6707,1,2011-01-30 01:50:47,3,539.0,2669.0,3.0,0,,
6707,1,2011-01-30 01:50:47,3,539.0,2669.0,3.0,0,,
6793,2,2011-02-02 02:44:08,2,,2970.0,,0,,2970.0
6793,2,2011-02-02 02:44:08,2,,2970.0,,0,,2970.0
6793,2,2011-02-02 02:44:08,2,,2970.0,,0,,2970.0
6793,2,2011-02-02 02:44:08,2,,2970.0,,0,,2970.0
6793,2,2011-02-02 02:44:08,2,,2970.0,,0,,2970.0
6796,2,2011-02-02 04:21:28,3,,2669.0,,1,,2669.0
6796,2,2011-02-02 04:21:28,3,,2669.0,,1,,2669.0
6796,2,2011-02-02 04:21:28,3,,2669.0,,1,,2669.0
6796,2,2011-02-02 04:21:28,3,,2669.0,,1,,2669.0
6796,2,2011-02-02 04:21:28,3,,2669.0,,1,,2669.0
6796,2,2011-02-02 04:21:28,3,,2669.0,,1,,2669.0
7021,2,2011-02-09 14:51:50,1,,1307.0,,1,,1307.0
7021,2,2011-02-09 14:51:50,1,,1307.0,,1,,1307.0
7021,2,2011-02-09 14:51:50,1,,1307.0,,1,,1307.0
7021,2,2011-02-09 14:51:50,1,,1307.0,,1,,1307.0
7033,2,2011-02-09 23:08:02,5,,2750.0,,0,,449.0
7033,2,2011-02-09 23:08:02,5,,2750.0,,0,,449.0
7168,2,2011-02-13 21:40:37,6,,2970.0,,2,,2970.0
7168,2,2011-02-13 21:40:37,6,,2970.0,,2,,2970.0
7168,2,2011-02-13 21:40:37,6,,2970.0,,2,,2970.0
7319,1,2011-02-17 04:50:17,5,1359.0,,1.0,0,,88.0
7319,1,2011-02-17 04:50:17,5,1359.0,,1.0,0,,88.0
7319,1,2011-02-17 04:50:17,5,1359.0,,1.0,0,,88.0
7319,1,2011-02-17 04:50:17,5,1359.0,,1.0,0,,88.0
7319,1,2011-02-17 04:50:17,5,1359.0,,1.0,0,,88.0
7343,1,2011-02-17 20:44:05,4,447.0,977.0,1.0,0,1.0,
7343,1,2011-02-17 20:44:05,4,447.0,977.0,1.0,0,1.0,
7343,1,2011-02-17 20:44:05,4,447.0,977.0,1.0,0,1.0,
7349,2,2011-02-17 23:32:55,5,,88.0,,1,,
7349,2,2011-02-17 23:32:55,5,,88.0,,1,,
7349,2,2011-02-17 23:32:55,5,,88.0,,1,,
7466,1,2011-02-21 20:09:05,5,637.0,255.0,1.0,2,1.0,
7466,1,2011-02-21 20:09:05,5,637.0,255.0,1.0,2,1.0,
7466,1,2011-02-21 20:09:05,5,637.0,255.0,1.0,2,1.0,
7466,1,2011-02-21 20:09:05,5,637.0,255.0,1.0,2,1.0,
7466,1,2011-02-21 20:09:05,5,637.0,255.0,1.0,2,1.0,
7596,2,2011-02-24 23:36:35,4,,569.0,,0,,
7631,1,2011-02-25 19:29:22,6,1801.0,1102.0,2.0,5,,22468.0
7631,1,2011-02-25 19:29:22,6,1801.0,1102.0,2.0,5,,22468.0
7631,1,2011-02-25 19:29:22,6,1801.0,1102.0,2.0,5,,22468.0
7631,1,2011-02-25 19:29:22,6,1801.0,1102.0,2.0,5,,22468.0
7631,1,2011-02-25 19:29:22,6,1801.0,1102.0,2.0,5,,22468.0
7650,2,2011-02-26 09:08:28,5,,930.0,,3,,
7650,2,2011-02-26 09:08:28,5,,930.0,,3,,
7650,2,2011-02-26 09:08:28,5,,930.0,,3,,
7650,2,2011-02-26 09:08:28,5,,930.0,,3,,
7650,2,2011-02-26 09:08:28,5,,930.0,,3,,
7781,2,2011-03-02 08:23:13,12,,919.0,,4,,919.0
7781,2,2011-03-02 08:23:13,12,,919.0,,4,,919.0
7781,2,2011-03-02 08:23:13,12,,919.0,,4,,919.0
7781,2,2011-03-02 08:23:13,12,,919.0,,4,,919.0
7781,2,2011-03-02 08:23:13,12,,919.0,,4,,919.0
7781,2,2011-03-02 08:23:13,12,,919.0,,4,,919.0
7926,2,2011-03-06 11:31:31,3,,2392.0,,0,,
7926,2,2011-03-06 11:31:31,3,,2392.0,,0,,
7926,2,2011-03-06 11:31:31,3,,2392.0,,0,,
7926,2,2011-03-06 11:31:31,3,,2392.0,,0,,
7948,1,2011-03-07 09:14:00,28,11206.0,1422.0,6.0,7,19.0,930.0
7948,1,2011-03-07 09:14:00,28,11206.0,1422.0,6.0,7,19.0,930.0
7948,1,2011-03-07 09:14:00,28,11206.0,1422.0,6.0,7,19.0,930.0
8108,2,2011-03-10 04:27:49,23,,2392.0,,9,,17230.0
8108,2,2011-03-10 04:27:49,23,,2392.0,,9,,17230.0
8108,2,2011-03-10 04:27:49,23,,2392.0,,9,,17230.0
8333,2,2011-03-15 22:29:01,5,,2067.0,,5,,2067.0
8333,2,2011-03-15 22:29:01,5,,2067.0,,5,,2067.0
8333,2,2011-03-15 22:29:01,5,,2067.0,,5,,2067.0
8333,2,2011-03-15 22:29:01,5,,2067.0,,5,,2067.0
8376,2,2011-03-16 20:14:48,6,,930.0,,2,,
8376,2,2011-03-16 20:14:48,6,,930.0,,2,,
8376,2,2011-03-16 20:14:48,6,,930.0,,2,,
8376,2,2011-03-16 20:14:48,6,,930.0,,2,,
8376,2,2011-03-16 20:14:48,6,,930.0,,2,,
8388,2,2011-03-17 00:09:23,5,,3748.0,,0,,
8388,2,2011-03-17 00:09:23,5,,3748.0,,0,,
8388,2,2011-03-17 00:09:23,5,,3748.0,,0,,
8388,2,2011-03-17 00:09:23,5,,3748.0,,0,,
8437,2,2011-03-18 02:30:58,7,,364.0,,2,,
8437,2,2011-03-18 02:30:58,7,,364.0,,2,,
8437,2,2011-03-18 02:30:58,7,,364.0,,2,,
8437,2,2011-03-18 02:30:58,7,,364.0,,2,,
8437,2,2011-03-18 02:30:58,7,,364.0,,2,,
8481,2,2011-03-19 01:38:59,2,,3786.0,,1,,
8481,2,2011-03-19 01:38:59,2,,3786.0,,1,,
8481,2,2011-03-19 01:38:59,2,,3786.0,,1,,
8568,1,2011-03-21 15:08:27,4,96.0,3136.0,2.0,1,1.0,
8568,1,2011-03-21 15:08:27,4,96.0,3136.0,2.0,1,1.0,
8568,1,2011-03-21 15:08:27,4,96.0,3136.0,2.0,1,1.0,
8568,1,2011-03-21 15:08:27,4,96.0,3136.0,2.0,1,1.0,
8569,1,2011-03-21 15:10:02,2,212.0,1443.0,0.0,0,1.0,1443.0
8569,1,2011-03-21 15:10:02,2,212.0,1443.0,0.0,0,1.0,1443.0
8569,1,2011-03-21 15:10:02,2,212.0,1443.0,0.0,0,1.0,1443.0
8569,1,2011-03-21 15:10:02,2,212.0,1443.0,0.0,0,1.0,1443.0
8569,1,2011-03-21 15:10:02,2,212.0,1443.0,0.0,0,1.0,1443.0
8625,1,2011-03-22 12:43:24,6,1799.0,760.0,1.0,3,1.0,760.0
8625,1,2011-03-22 12:43:24,6,1799.0,760.0,1.0,3,1.0,760.0
8647,2,2011-03-22 22:45:45,5,,919.0,,0,,
8647,2,2011-03-22 22:45:45,5,,919.0,,0,,
8647,2,2011-03-22 22:45:45,5,,919.0,,0,,
